Transaction_ID,Items,Item_Count
5687,"sausage, pork, tropical fruit, root vegetables",4
5688,"other vegetables, butter, soda, bottled beer",4
5689,pork,1
5690,"meat, whole milk, sliced cheese, brown bread",4
5691,"pork, other vegetables, whole milk, butter",4
5692,"dessert, rolls/buns, napkins, newspapers",4
5693,"other vegetables, cream cheese, margarine, canned vegetables",4
5694,"condensed milk, rolls/buns, brown bread, coffee",4
5695,"ice cream, brown bread",2
5696,"chicken, whole milk, frozen meals, domestic eggs",4
5697,"root vegetables, whole milk, condensed milk, frozen vegetables",4
5698,"frankfurter, chicken, beef, citrus fruit",4
5699,hamburger meat,1
5700,"UHT-milk, ice cream, bottled water, soda",4
5701,"frankfurter, sausage, chicken, citrus fruit",4
5702,"pastry, soda",2
5703,"other vegetables, rolls/buns, bottled beer",3
5704,"onions, other vegetables, soda, fruit/vegetable juice",4
5705,"pastry, canned beer, male cosmetics, newspapers",4
5706,"citrus fruit, root vegetables, whole milk, yogurt",4
5707,hamburger meat,1
5708,"chicken, citrus fruit, root vegetables, other vegetables",4
5709,"whole milk, white bread, flour, sugar",4
5710,"chicken, whole milk, semi-finished bread, jam",4
5711,shopping bags,1
5712,"citrus fruit, root vegetables, margarine, misc. beverages",4
5713,"citrus fruit, root vegetables, herbs, other vegetables",4
5714,"chicken, yogurt, whipped/sour cream, frozen dessert",4
5715,bottled beer,1
5716,specialty chocolate,1
5717,"other vegetables, whole milk, yogurt",3
5718,"pork, root vegetables, whole milk, UHT-milk",4
5719,whole milk,1
5720,"beef, tropical fruit, pip fruit, root vegetables",4
5721,"sausage, meat, tropical fruit, rolls/buns",4
5722,"root vegetables, herbs, other vegetables, whole milk",4
5723,"chicken, pip fruit, whole milk, rolls/buns",4
5724,"turkey, beef, other vegetables, whipped/sour cream",4
5725,soda,1
5726,"root vegetables, herbs, whole milk, butter",4
5727,"sausage, whole milk, semi-finished bread, flour",4
5728,"pastry, soda, canned beer, white wine",4
5729,"sausage, citrus fruit, pip fruit, whole milk",4
5730,"yogurt, rolls/buns",2
5731,"pip fruit, root vegetables, other vegetables, whole milk",4
5732,"sausage, whole milk, yogurt, hard cheese",4
5733,"ham, chicken, citrus fruit, other vegetables",4
5734,"meat, whole milk, dessert, soft cheese",4
5735,"other vegetables, butter, fruit/vegetable juice, salty snack",4
5736,"meat, chicken, citrus fruit, other vegetables",4
5737,rolls/buns,1
5738,"chicken, hamburger meat, grapes, other vegetables",4
5739,"sausage, root vegetables, whole milk, yogurt",4
5740,canned beer,1
5741,yogurt,1
5742,"chicken, hamburger meat, other vegetables, frozen vegetables",4
5743,"hamburger meat, shopping bags",2
5744,"whole milk, curd, pastry",3
5745,"frankfurter, pip fruit, whole milk, soda",4
5746,newspapers,1
5747,"whole milk, mayonnaise, soda, newspapers",4
5748,"rolls/buns, canned beer",2
5749,"other vegetables, whole milk, yogurt, whipped/sour cream",4
5750,"sausage, butter",2
5751,"sausage, tropical fruit, root vegetables, other vegetables",4
5752,canned beer,1
5753,"tropical fruit, berries, root vegetables, other vegetables",4
5754,"condensed milk, soda",2
5755,"margarine, long life bakery product, candles",3
5756,"whole milk, pet care",2
5757,"yogurt, bottled water, canned beer, napkins",4
5758,"processed cheese, rolls/buns, soda, flower (seeds)",4
5759,"grapes, rolls/buns, pastry, bottled beer",4
5760,canned beer,1
5761,soda,1
5762,"whole milk, rolls/buns, newspapers",3
5763,"sausage, other vegetables, whole milk, yogurt",4
5764,"pork, beverages, white bread",3
5765,"pork, pip fruit, root vegetables, curd",4
5766,"turkey, beef, semi-finished bread",3
5767,"other vegetables, napkins",2
5768,whipped/sour cream,1
5769,"hard cheese, salt, canned vegetables",3
5770,"pork, hamburger meat, other vegetables, whole milk",4
5771,"citrus fruit, berries, curd, yogurt",4
5772,"sausage, pot plants",2
5773,"citrus fruit, other vegetables, frozen meals, domestic eggs",4
5774,"other vegetables, curd cheese",2
5775,"Instant food products, long life bakery product, specialty chocolate, cling film/bags",4
5776,"sausage, root vegetables, ice cream, white bread",4
5777,"frankfurter, pip fruit, hard cheese, bottled water",4
5778,"chicken, flower (seeds)",2
5779,"other vegetables, newspapers",2
5780,"chicken, turkey, citrus fruit, tropical fruit",4
5781,"chicken, other vegetables, dessert, soda",4
5782,"ham, tropical fruit, butter, cream cheese",4
5783,"pip fruit, whole milk, yogurt, specialty cheese",4
5784,"sausage, chicken, pork, root vegetables",4
5785,"ham, beef, other vegetables, yogurt",4
5786,other vegetables,1
5787,"sausage, citrus fruit, other vegetables",3
5788,"tropical fruit, other vegetables, whole milk, dessert",4
5789,"ham, tropical fruit, newspapers",3
5790,"tropical fruit, rolls/buns, chocolate, chocolate marshmallow",4
5791,canned beer,1
5792,"sugar, white wine, newspapers",3
5793,"bottled water, soda",2
5794,"whole milk, yogurt, bottled beer",3
5795,"pip fruit, other vegetables, butter milk, specialty cheese",4
5796,"rolls/buns, coffee, salty snack, long life bakery product",4
5797,"whole milk, whipped/sour cream, domestic eggs, bottled water",4
5798,"hamburger meat, berries, other vegetables",3
5799,"soda, candy",2
5800,"whipped/sour cream, long life bakery product, napkins, pot plants",4
5801,"organic sausage, other vegetables, liquor (appetizer), red/blush wine",4
5802,"onions, other vegetables",2
5803,"sausage, chicken, pork, other vegetables",4
5804,"sausage, beef, citrus fruit, tropical fruit",4
5805,"root vegetables, other vegetables, whole milk, pastry",4
5806,"root vegetables, other vegetables, butter, rolls/buns",4
5807,"pork, onions, other vegetables, butter",4
5808,"whole milk, curd, soda, light bulbs",4
5809,"ham, organic sausage, tropical fruit, pip fruit",4
5810,"frankfurter, meat, beef, other vegetables",4
5811,"UHT-milk, bottled water, chewing gum, cling film/bags",4
5812,"frozen vegetables, soda",2
5813,"pip fruit, frozen meals, ice cream, fruit/vegetable juice",4
5814,"tropical fruit, root vegetables, domestic eggs",3
5815,"meat, organic sausage, citrus fruit, whole milk",4
5816,"other vegetables, white bread, soda, bottled beer",4
5817,"root vegetables, other vegetables, sparkling wine, popcorn",4
5818,liqueur,1
5819,soda,1
5820,"margarine, soda",2
5821,"frankfurter, beef, pip fruit, root vegetables",4
5822,sugar,1
5823,"sausage, tropical fruit, butter milk, spread cheese",4
5824,"chicken, root vegetables, other vegetables, whipped/sour cream",4
5825,"domestic eggs, pastry",2
5826,"condensed milk, pastry, female sanitary products, shopping bags",4
5827,"canned beer, shopping bags",2
5828,"frankfurter, meat, pork, citrus fruit",4
5829,"pork, tropical fruit, yogurt, sugar",4
5830,whole milk,1
5831,"tropical fruit, whole milk, beverages, rolls/buns",4
5832,"pork, tropical fruit, yogurt, white bread",4
5833,"root vegetables, other vegetables, specialty chocolate",3
5834,"citrus fruit, soda, misc. beverages",3
5835,house keeping products,1
5836,pip fruit,1
5837,"ham, pip fruit, yogurt, frozen meals",4
5838,"waffles, newspapers",2
5839,"beverages, UHT-milk, zwieback, misc. beverages",4
5840,beverages,1
5841,"citrus fruit, pip fruit, berries, frozen fish",4
5842,"ice cream, white bread, red/blush wine, salty snack",4
5843,"salty snack, chocolate",2
5844,rolls/buns,1
5845,"white bread, brown bread",2
5846,"tropical fruit, pip fruit, berries, ice cream",4
5847,chocolate,1
5848,"whole milk, frozen vegetables, pastry, cleaner",4
5849,yogurt,1
5850,"coffee, red/blush wine",2
5851,soda,1
5852,"butter milk, hard cheese, instant coffee",3
5853,"pork, root vegetables, other vegetables, pastry",4
5854,"condensed milk, tidbits, rolls/buns, coffee",4
5855,"sugar, coffee",2
5856,"frankfurter, sausage, onions, other vegetables",4
5857,"sausage, packaged fruit/vegetables, yogurt, rolls/buns",4
5858,bottled water,1
5859,"sausage, beef, tropical fruit, root vegetables",4
5860,salty snack,1
5861,light bulbs,1
5862,"onions, whole milk, canned beer, hygiene articles",4
5863,"tropical fruit, whole milk, yogurt, ice cream",4
5864,"soups, canned vegetables",2
5865,whole milk,1
5866,"bottled water, soda, female sanitary products",3
5867,"other vegetables, whole milk, brown bread",3
5868,"soda, bottled beer, liquor",3
5869,"frankfurter, other vegetables",2
5870,"domestic eggs, pastry, hygiene articles",3
5871,"curd cheese, bottled beer",2
5872,"butter, hard cheese, white bread, chocolate",4
5873,"whole milk, cream cheese, roll products, napkins",4
5874,pastry,1
5875,"tropical fruit, oil",2
5876,"misc. beverages, canned beer",2
5877,other vegetables,1
5878,"root vegetables, bottled beer, chocolate",3
5879,"ham, tropical fruit, dog food, soda",4
5880,rolls/buns,1
5881,"pastry, soda",2
5882,fruit/vegetable juice,1
5883,chewing gum,1
5884,"sausage, root vegetables, packaged fruit/vegetables, yogurt",4
5885,"other vegetables, condensed milk, coffee, detergent",4
5886,"whole milk, pastry",2
5887,"root vegetables, onions, other vegetables, whole milk",4
5888,ice cream,1
5889,canned beer,1
5890,"tropical fruit, other vegetables, yogurt, chewing gum",4
5891,"citrus fruit, other vegetables, packaged fruit/vegetables, yogurt",4
5892,"specialty chocolate, photo/film",2
5893,candy,1
5894,"margarine, pickled vegetables, coffee, bottled beer",4
5895,"other vegetables, frozen meals, domestic eggs",3
5896,"tropical fruit, other vegetables, newspapers",3
5897,"tropical fruit, other vegetables, yogurt",3
5898,specialty chocolate,1
5899,"frankfurter, sausage, tropical fruit, whole milk",4
5900,"misc. beverages, waffles, candy",3
5901,"tropical fruit, grapes, other vegetables, curd",4
5902,"ham, whole milk, white bread, bottled beer",4
5903,"other vegetables, soft cheese, frozen meals, brown bread",4
5904,"tropical fruit, root vegetables, other vegetables, curd",4
5905,canned beer,1
5906,beef,1
5907,"hamburger meat, whole milk, coffee",3
5908,"whole milk, dessert, beverages, detergent",4
5909,"finished products, beef, citrus fruit, yogurt",4
5910,"other vegetables, yogurt, white bread",3
5911,"citrus fruit, other vegetables, UHT-milk, rolls/buns",4
5912,"sausage, other vegetables, rolls/buns, fruit/vegetable juice",4
5913,"sausage, yogurt, rolls/buns",3
5914,"pork, newspapers",2
5915,"berries, other vegetables, yogurt, margarine",4
5916,"sausage, pip fruit, processed cheese, frozen meals",4
5917,"berries, pastry, sugar, soda",4
5918,"sausage, liver loaf, ham, pip fruit",4
5919,pasta,1
5920,"other vegetables, chocolate marshmallow",2
5921,"sausage, beef, hamburger meat, other vegetables",4
5922,"other vegetables, curd, soups, pudding powder",4
5923,"frankfurter, sausage, pork, pip fruit",4
5924,sausage,1
5925,"UHT-milk, brown bread, mustard, coffee",4
5926,"whole milk, butter",2
5927,"misc. beverages, napkins",2
5928,"liver loaf, dessert, domestic eggs, soda",4
5929,"pet care, bottled water, soda, liquor (appetizer)",4
5930,"whole milk, whipped/sour cream, cream cheese, soda",4
5931,"chicken, other vegetables",2
5932,"dessert, long life bakery product",2
5933,"pork, beef, soda, canned beer",4
5934,"beef, root vegetables, packaged fruit/vegetables, whole milk",4
5935,"soda, soap",2
5936,"pet care, coffee, bottled beer",3
5937,"root vegetables, whipped/sour cream",2
5938,"tropical fruit, pip fruit, whole milk, yogurt",4
5939,"chicken, root vegetables, other vegetables, whole milk",4
5940,"soda, misc. beverages",2
5941,"chicken, root vegetables",2
5942,"tropical fruit, yogurt, beverages, UHT-milk",4
5943,"beverages, specialty bar",2
5944,onions,1
5945,"whole milk, bottled beer, rum",3
5946,"chicken, soda",2
5947,"tropical fruit, yogurt, frozen dessert, domestic eggs",4
5948,"citrus fruit, bottled water, dishes",3
5949,"semi-finished bread, bottled beer, liquor",3
5950,"tropical fruit, other vegetables, curd, dessert",4
5951,"hamburger meat, citrus fruit, tropical fruit, whole milk",4
5952,"sausage, hamburger meat, whole milk, dessert",4
5953,"tropical fruit, other vegetables, pastry, long life bakery product",4
5954,curd,1
5955,"tropical fruit, yogurt, rolls/buns",3
5956,"tropical fruit, other vegetables, pickled vegetables",3
5957,"whole milk, whipped/sour cream, pastry, salty snack",4
5958,zwieback,1
5959,"cream cheese, spread cheese",2
5960,"rolls/buns, specialty bar",2
5961,"meat, tropical fruit, other vegetables, candy",4
5962,"brown bread, sauces, pet care",3
5963,soda,1
5964,"UHT-milk, brown bread, coffee, shopping bags",4
5965,"frankfurter, organic sausage, whole milk, chewing gum",4
5966,"meat, chicken, root vegetables, other vegetables",4
5967,whole milk,1
5968,"sausage, hamburger meat, packaged fruit/vegetables, whole milk",4
5969,"herbs, other vegetables, sliced cheese, cream cheese",4
5970,"whole milk, butter milk",2
5971,other vegetables,1
5972,"brown bread, jam, fruit/vegetable juice",3
5973,whipped/sour cream,1
5974,"other vegetables, baking powder, napkins",3
5975,"pork, tropical fruit, whole milk, rolls/buns",4
5976,flower soil/fertilizer,1
5977,"whole milk, bottled water",2
5978,"grapes, root vegetables, whole milk, curd",4
5979,"liver loaf, pork, citrus fruit, other vegetables",4
5980,rolls/buns,1
5981,"citrus fruit, tropical fruit, onions, whole milk",4
5982,"sausage, whole milk",2
5983,"pastry, jam",2
5984,"beverages, bottled water, long life bakery product",3
5985,"beverages, brown bread, pastry, soda",4
5986,"other vegetables, whole milk, brown bread, cat food",4
5987,"tropical fruit, packaged fruit/vegetables, sliced cheese",3
5988,"beef, root vegetables, white bread, soda",4
5989,"frozen dessert, margarine, canned fruit, soda",4
5990,soda,1
5991,"pork, specialty vegetables, bottled water, soda",4
5992,"rolls/buns, bottled water, dental care, shopping bags",4
5993,"domestic eggs, salty snack, popcorn, napkins",4
5994,"whole milk, jam, canned fish, waffles",4
5995,candy,1
5996,"pork, other vegetables, curd, whipped/sour cream",4
5997,"frankfurter, meat, pip fruit, ice cream",4
5998,"ham, UHT-milk",2
5999,salty snack,1
6000,"whole milk, cake bar",2
6001,canned beer,1
6002,newspapers,1
6003,"hard cheese, rolls/buns, sugar, candy",4
6004,"tropical fruit, root vegetables, whole milk, butter",4
6005,"yogurt, margarine, fruit/vegetable juice, shopping bags",4
6006,"tropical fruit, whole milk, processed cheese, brown bread",4
6007,"whole milk, yogurt",2
6008,"ice cream, canned beer",2
6009,bottled beer,1
6010,"citrus fruit, newspapers",2
6011,"hamburger meat, citrus fruit, whole milk, butter",4
6012,"frozen fish, sugar, cake bar, chocolate marshmallow",4
6013,frozen vegetables,1
6014,"tropical fruit, whole milk, soda, red/blush wine",4
6015,"citrus fruit, onions, yogurt, sliced cheese",4
6016,"sausage, other vegetables, curd, yogurt",4
6017,"whipped/sour cream, frozen vegetables, hygiene articles",3
6018,"sausage, packaged fruit/vegetables, whole milk, dessert",4
6019,"yogurt, beverages, frozen meals, long life bakery product",4
6020,"pastry, soda",2
6021,"pork, white bread, make up remover, napkins",4
6022,"curd, dog food, bottled beer",3
6023,"sausage, rolls/buns, soda",3
6024,"sausage, rolls/buns, fruit/vegetable juice",3
6025,"berries, pastry, seasonal products, shopping bags",4
6026,"root vegetables, herbs, other vegetables, candy",4
6027,rolls/buns,1
6028,"domestic eggs, soda, cake bar",3
6029,"tidbits, rolls/buns, instant coffee, soda",4
6030,"curd, rolls/buns, long life bakery product",3
6031,hygiene articles,1
6032,"spread cheese, rolls/buns, canned fish",3
6033,"berries, yogurt, misc. beverages, canned beer",4
6034,"coffee, soda",2
6035,"other vegetables, whole milk, rolls/buns",3
6036,"frankfurter, other vegetables, whole milk, coffee",4
6037,"sausage, citrus fruit, whole milk, pastry",4
6038,ice cream,1
6039,"frankfurter, soft cheese, rolls/buns, canned beer",4
6040,"dessert, fruit/vegetable juice, long life bakery product, waffles",4
6041,ham,1
6042,"semi-finished bread, long life bakery product, waffles, detergent",4
6043,"whole milk, whipped/sour cream",2
6044,"root vegetables, yogurt, cat food, coffee",4
6045,"beef, rolls/buns, canned beer, napkins",4
6046,"citrus fruit, pip fruit, white bread, brown bread",4
6047,citrus fruit,1
6048,bottled water,1
6049,"pork, other vegetables, whole milk, yogurt",4
6050,"frankfurter, whole milk, mustard, chewing gum",4
6051,"berries, root vegetables, whole milk",3
6052,"bottled beer, liquor",2
6053,"ham, yogurt, cling film/bags",3
6054,"whole milk, margarine",2
6055,coffee,1
6056,"chicken, beef, tropical fruit, berries",4
6057,"frankfurter, rolls/buns, chocolate",3
6058,"beef, butter",2
6059,canned beer,1
6060,rolls/buns,1
6061,"whole milk, soda",2
6062,"pip fruit, whole milk",2
6063,soda,1
6064,bottled beer,1
6065,"frankfurter, rolls/buns, soda, specialty bar",4
6066,sausage,1
6067,other vegetables,1
6068,"soda, seasonal products",2
6069,"onions, whole milk, domestic eggs, sugar",4
6070,"root vegetables, other vegetables, yogurt, processed cheese",4
6071,other vegetables,1
6072,"chewing gum, specialty chocolate",2
6073,fruit/vegetable juice,1
6074,"pork, berries, onions",3
6075,"dessert, spread cheese, pastry, soda",4
6076,"flour, sugar",2
6077,"tropical fruit, pip fruit, whole milk, flower soil/fertilizer",4
6078,"pip fruit, berries, yogurt",3
6079,"yogurt, margarine",2
6080,ice cream,1
6081,pastry,1
6082,"whole milk, cereals",2
6083,"citrus fruit, packaged fruit/vegetables, yogurt, white wine",4
6084,"onions, whipped/sour cream, coffee, fruit/vegetable juice",4
6085,"berries, butter, domestic eggs, soda",4
6086,tropical fruit,1
6087,"bottled water, white wine",2
6088,"whole milk, margarine",2
6089,UHT-milk,1
6090,"pork, whole milk, white bread, pastry",4
6091,"pastry, soda",2
6092,"other vegetables, whole milk, hard cheese, long life bakery product",4
6093,"frozen meals, soda",2
6094,"root vegetables, whole milk, curd",3
6095,soda,1
6096,"chicken, root vegetables, herbs, other vegetables",4
6097,"dessert, frozen meals, soda, seasonal products",4
6098,"sausage, specialty bar",2
6099,"other vegetables, whole milk, yogurt, beverages",4
6100,"soda, fruit/vegetable juice",2
6101,"beef, cat food, newspapers",3
6102,"berries, packaged fruit/vegetables, yogurt, rolls/buns",4
6103,"ham, whole milk, rolls/buns, bottled water",4
6104,"citrus fruit, whipped/sour cream",2
6105,"berries, whipped/sour cream, domestic eggs",3
6106,"meat, chicken, other vegetables, whole milk",4
6107,"coffee, soda, canned beer",3
6108,long life bakery product,1
6109,"whole milk, beverages, brown bread, pastry",4
6110,"root vegetables, whole milk, yogurt, brown bread",4
6111,"pork, root vegetables, rice, sparkling wine",4
6112,"yogurt, domestic eggs",2
6113,soda,1
6114,"frankfurter, sausage, brown bread, canned fish",4
6115,photo/film,1
6116,"tropical fruit, dessert, soft cheese, brown bread",4
6117,"chicken, yogurt, cream cheese, specialty cheese",4
6118,"soda, bottled beer, shopping bags",3
6119,"sausage, whole milk, canned beer",3
6120,"citrus fruit, root vegetables, other vegetables, ice cream",4
6121,pastry,1
6122,"root vegetables, whole milk, butter, rice",4
6123,"hard cheese, pasta, canned vegetables, canned fish",4
6124,"curd, flour, canned beer",3
6125,"berries, whipped/sour cream, coffee, bottled water",4
6126,"cat food, canned beer, specialty chocolate, hygiene articles",4
6127,bottled water,1
6128,"soda, nut snack, flower (seeds)",3
6129,"fruit/vegetable juice, hygiene articles, napkins",3
6130,brown bread,1
6131,"citrus fruit, root vegetables, whole milk, curd",4
6132,"whipped/sour cream, frozen vegetables, newspapers",3
6133,"yogurt, sliced cheese, frozen meals",3
6134,"chicken, other vegetables",2
6135,photo/film,1
6136,"sausage, citrus fruit, tropical fruit, pip fruit",4
6137,"tropical fruit, mustard, sauces",3
6138,"whole milk, margarine, soda, napkins",4
6139,"butter, curd",2
6140,"citrus fruit, tropical fruit, pip fruit, UHT-milk",4
6141,pork,1
6142,frozen fish,1
6143,beef,1
6144,"other vegetables, UHT-milk, canned vegetables, bottled water",4
6145,"chicken, packaged fruit/vegetables, butter, condensed milk",4
6146,beverages,1
6147,pork,1
6148,"candy, photo/film",2
6149,whole milk,1
6150,"other vegetables, frozen vegetables, domestic eggs, soda",4
6151,coffee,1
6152,"sausage, hamburger meat, tropical fruit, pip fruit",4
6153,bottled beer,1
6154,"soda, canned beer, chocolate",3
6155,"frankfurter, hamburger meat, beverages, shopping bags",4
6156,"whipped/sour cream, brown bread",2
6157,"tropical fruit, whole milk, candles",3
6158,"sausage, tropical fruit",2
6159,"rolls/buns, specialty chocolate",2
6160,"other vegetables, whole milk, frozen potato products, brown bread",4
6161,"citrus fruit, other vegetables, dessert, whipped/sour cream",4
6162,"pastry, soda",2
6163,"citrus fruit, yogurt, canned fruit",3
6164,pet care,1
6165,"butter, cream cheese, frozen vegetables, soda",4
6166,"citrus fruit, tropical fruit, onions, packaged fruit/vegetables",4
6167,"whole milk, bottled beer",2
6168,pork,1
6169,"ham, pork, whole milk, yogurt",4
6170,"soda, snack products, detergent",3
6171,"tropical fruit, yogurt, soda, newspapers",4
6172,"ham, root vegetables, onions, herbs",4
6173,"sausage, misc. beverages, canned beer, waffles",4
6174,dishes,1
6175,"other vegetables, rolls/buns, white wine",3
6176,"semi-finished bread, bottled beer, liquor, candy",4
6177,"sausage, tropical fruit, root vegetables, other vegetables",4
6178,"citrus fruit, rolls/buns, specialty bar",3
6179,bottled beer,1
6180,"soda, misc. beverages, candy",3
6181,"pastry, long life bakery product, waffles, napkins",4
6182,bottled beer,1
6183,specialty chocolate,1
6184,"soda, fruit/vegetable juice",2
6185,misc. beverages,1
6186,seasonal products,1
6187,"citrus fruit, butter, yogurt, cat food",4
6188,"yogurt, specialty bar",2
6189,"meat, beef, root vegetables, other vegetables",4
6190,"frankfurter, tropical fruit, whole milk, cream cheese",4
6191,"frankfurter, onions, pickled vegetables",3
6192,packaged fruit/vegetables,1
6193,"root vegetables, yogurt, whipped/sour cream, beverages",4
6194,pastry,1
6195,"frankfurter, packaged fruit/vegetables, soft cheese, soda",4
6196,"whole milk, butter, brown bread, pastry",4
6197,"citrus fruit, tropical fruit, prosecco",3
6198,"beef, whole milk, white bread",3
6199,"frankfurter, sausage, root vegetables, other vegetables",4
6200,"pork, hamburger meat, citrus fruit, butter",4
6201,"sausage, tropical fruit, root vegetables, other vegetables",4
6202,"whipped/sour cream, ice cream, rolls/buns, semi-finished bread",4
6203,coffee,1
6204,"sausage, citrus fruit, tropical fruit, curd",4
6205,"tropical fruit, pip fruit",2
6206,"pork, tropical fruit, pip fruit, processed cheese",4
6207,"pork, citrus fruit, dessert, whipped/sour cream",4
6208,other vegetables,1
6209,"chicken, tropical fruit, yogurt",3
6210,"ham, beef, tropical fruit, whole milk",4
6211,"root vegetables, herbs",2
6212,"tropical fruit, onions, other vegetables, whole milk",4
6213,soda,1
6214,whole milk,1
6215,"whole milk, yogurt, hard cheese, cream cheese",4
6216,bottled beer,1
6217,brown bread,1
6218,bottled beer,1
6219,"dessert, canned beer",2
6220,"sausage, whole milk, cream cheese, brown bread",4
6221,"meat, rolls/buns",2
6222,"pip fruit, yogurt, pastry, baking powder",4
6223,"beef, citrus fruit, pip fruit, yogurt",4
6224,"root vegetables, other vegetables, white bread, sparkling wine",4
6225,"dessert, bottled beer, candy",3
6226,"dessert, pastry, canned beer",3
6227,"other vegetables, whole milk, yogurt, bottled water",4
6228,"beverages, cat food, dish cleaner, napkins",4
6229,"frankfurter, citrus fruit, grapes, rolls/buns",4
6230,"citrus fruit, grapes, whipped/sour cream, flour",4
6231,"pastry, cake bar",2
6232,"yogurt, bottled water, syrup, specialty bar",4
6233,"whole milk, brown bread, soda",3
6234,"sausage, pork, citrus fruit, bottled water",4
6235,"pip fruit, other vegetables, frozen meals",3
6236,"sausage, white bread",2
6237,bottled water,1
6238,"meat, root vegetables, whole milk, butter",4
6239,finished products,1
6240,other vegetables,1
6241,domestic eggs,1
6242,soda,1
6243,"chicken, citrus fruit, tropical fruit, pip fruit",4
6244,"sausage, coffee, canned beer, liquor",4
6245,"soda, specialty bar",2
6246,"whole milk, semi-finished bread, zwieback, soda",4
6247,rolls/buns,1
6248,canned beer,1
6249,bottled beer,1
6250,"citrus fruit, whole milk, yogurt, domestic eggs",4
6251,napkins,1
6252,"beef, tropical fruit, whole milk, beverages",4
6253,canned beer,1
6254,"ham, root vegetables, whole milk, butter",4
6255,"frankfurter, meat, pork, beef",4
6256,"yogurt, soft cheese, rolls/buns, specialty bar",4
6257,"turkey, beef, root vegetables, whole milk",4
6258,whole milk,1
6259,"yogurt, sugar, baking powder, fruit/vegetable juice",4
6260,"chicken, other vegetables, whole milk, frozen vegetables",4
6261,"whole milk, domestic eggs, bottled water, soda",4
6262,"sausage, pork, other vegetables, whole milk",4
6263,"chicken, bottled water",2
6264,"citrus fruit, berries, other vegetables, whole milk",4
6265,"tropical fruit, other vegetables, yogurt",3
6266,rolls/buns,1
6267,"UHT-milk, hygiene articles, napkins, cling film/bags",4
6268,candy,1
6269,"pip fruit, bottled water, white wine, newspapers",4
6270,"whole milk, yogurt, mustard, bottled water",4
6271,"coffee, shopping bags",2
6272,"sausage, meat, brown bread, bottled water",4
6273,"citrus fruit, other vegetables, canned fish, bottled water",4
6274,rolls/buns,1
6275,"whole milk, yogurt, coffee",3
6276,"whipped/sour cream, rolls/buns",2
6277,"citrus fruit, tropical fruit, white bread, fruit/vegetable juice",4
6278,"butter milk, salt, vinegar, cat food",4
6279,"frankfurter, beef, other vegetables, whole milk",4
6280,"frankfurter, butter milk, rolls/buns, coffee",4
6281,"beef, tropical fruit, onions, whole milk",4
6282,"chicken, root vegetables, margarine, bottled water",4
6283,canned beer,1
6284,"sausage, liver loaf, whole milk, cream cheese",4
6285,specialty bar,1
6286,bottled water,1
6287,"chicken, other vegetables, oil",3
6288,"whole milk, newspapers",2
6289,"sausage, meat, tropical fruit, other vegetables",4
6290,canned beer,1
6291,rolls/buns,1
6292,"bottled water, soda, misc. beverages, flower soil/fertilizer",4
6293,soda,1
6294,"chicken, citrus fruit, root vegetables, butter",4
6295,"beverages, rolls/buns",2
6296,nuts/prunes,1
6297,rolls/buns,1
6298,"other vegetables, curd, yogurt, shopping bags",4
6299,"packaged fruit/vegetables, frozen fish, napkins",3
6300,"sausage, rolls/buns, newspapers",3
6301,"pip fruit, whole milk, yogurt, pastry",4
6302,"soda, napkins",2
6303,"liver loaf, rolls/buns, soda",3
6304,"pork, berries, sugar, candy",4
6305,"chicken, packaged fruit/vegetables, frozen vegetables, frozen meals",4
6306,"tropical fruit, whole milk, butter milk, brown bread",4
6307,flower soil/fertilizer,1
6308,"meat, butter, pastry, soda",4
6309,"sausage, hamburger meat, tropical fruit, whole milk",4
6310,"citrus fruit, other vegetables, whole milk, domestic eggs",4
6311,"beef, other vegetables, whole milk, yogurt",4
6312,whole milk,1
6313,"whipped/sour cream, domestic eggs, salt, sugar",4
6314,"chicken, whole milk",2
6315,"chicken, hamburger meat, onions, frozen meals",4
6316,"bottled water, soda",2
6317,"pork, hygiene articles",2
6318,"ice cream, brown bread, bottled water, soda",4
6319,"ham, other vegetables, frozen meals, pasta",4
6320,"butter milk, whipped/sour cream, dog food, coffee",4
6321,frankfurter,1
6322,"pork, brown bread, bottled water, soda",4
6323,"sausage, pork, tropical fruit, other vegetables",4
6324,"berries, other vegetables, curd, brown bread",4
6325,"sausage, citrus fruit, yogurt, detergent",4
6326,whole milk,1
6327,"other vegetables, rolls/buns",2
6328,"sausage, other vegetables, rolls/buns, canned beer",4
6329,"rolls/buns, bottled water, canned beer, newspapers",4
6330,yogurt,1
6331,"root vegetables, packaged fruit/vegetables, pastry",3
6332,"rolls/buns, soda",2
6333,"herbs, packaged fruit/vegetables",2
6334,"other vegetables, whole milk, pastry, waffles",4
6335,"pip fruit, whole milk, curd, yogurt",4
6336,"pork, root vegetables, other vegetables",3
6337,soda,1
6338,"onions, other vegetables, UHT-milk, condensed milk",4
6339,other vegetables,1
6340,"hamburger meat, tropical fruit, pip fruit, grapes",4
6341,rum,1
6342,shopping bags,1
6343,"other vegetables, whole milk",2
6344,"beef, citrus fruit, rice, dog food",4
6345,root vegetables,1
6346,frankfurter,1
6347,"frankfurter, other vegetables, whole milk, curd",4
6348,"ice cream, frozen dessert",2
6349,"pastry, soda",2
6350,chicken,1
6351,"baking powder, soda, shopping bags",3
6352,"berries, other vegetables",2
6353,pet care,1
6354,misc. beverages,1
